family,model,data_mode,train_rmse,test_rmse,time_s,best_estimator
linear_models,LinearRegression,all_variables,4.672017081388439,4.703776638669109,6.519963979721069,LinearRegression()
linear_models,LinearRegression,top_vars,5.139542751108077,5.184582698713586,1.1772372722625732,LinearRegression()
linear_models,LinearRegression,pca,7.289836016088103,7.323581410748225,0.9888064861297607,LinearRegression()
linear_models,Ridge,all_variables,4.676292079169964,4.705249977767728,3.717426300048828,Ridge()
linear_models,Ridge,top_vars,5.13959454855973,5.184868199742717,0.23870158195495605,Ridge(alpha=0.1)
linear_models,Ridge,pca,7.289836016088103,7.323581410748225,0.05271172523498535,Ridge(alpha=0.1)
tree_models,RandomForestRegressor,all_variables,1.3374052687950915,1.4018333212284166,623.7636699676514,"RandomForestRegressor(max_depth=10, random_state=2025)"
tree_models,RandomForestRegressor,top_vars,4.703520833004392,4.893950676854941,36.466816902160645,"RandomForestRegressor(max_depth=10, random_state=2025)"
tree_models,RandomForestRegressor,pca,6.108475432166663,6.3183716603912,10.307478904724121,"RandomForestRegressor(max_depth=10, random_state=2025)"
tree_models,XGBRegressor,all_variables,0.5229390612160212,0.6339136849339286,685.666809797287,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.1, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=100,
             n_jobs=None, num_parallel_tree=None, ...)"
tree_models,XGBRegressor,top_vars,4.7902097078520205,4.853947695145862,19.469310998916626,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.4, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=5,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=10,
             n_jobs=None, num_parallel_tree=None, ...)"
tree_models,XGBRegressor,pca,6.645263371639464,6.7103275094012105,1.622323989868164,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.4, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=5,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=100,
             n_jobs=None, num_parallel_tree=None, ...)"
kernel_models,SVR,top_vars,12.057901563280957,12.099482869846696,22.538448572158813,"SVR(C=10.0, max_iter=1000)"
kernel_models,SVR,pca,11.81172476610051,11.82127054562191,10.839693307876587,"SVR(C=10.0, max_iter=1000)"
kernel_models,KNeighborsRegressor,top_vars,4.67330290425191,5.065254143293138,27.14715003967285,"KNeighborsRegressor(leaf_size=10, n_neighbors=10)"
kernel_models,KNeighborsRegressor,pca,5.040202676653459,5.559364657908424,0.42625856399536133,"KNeighborsRegressor(leaf_size=10, n_neighbors=10)"
neural_networks,MLPRegressor,all_variables,32.131522065808795,32.113017625262145,127.15647292137146,"MLPRegressor(hidden_layer_sizes=(20, 20, 20, 20), max_iter=100,
             random_state=2025)"
neural_networks,MLPRegressor,top_vars,4.810177255588622,4.859577169870631,57.20042157173157,"MLPRegressor(hidden_layer_sizes=(50,), max_iter=100, random_state=2025)"
neural_networks,MLPRegressor,pca,9.03891893719644,9.078049197931003,6.487470865249634,"MLPRegressor(hidden_layer_sizes=(50,), max_iter=100, random_state=2025)"
